id_hogar,ingreso_mensual,edad_jefe,escolaridad_anios,tamano_hogar,urbano,tiene_credito_hipotecario,gasto_vivienda,entidad
859,13807.0,47.0,10.0,2,1,0,1116.0,Monterrey
860,16169.0,29.0,17.0,6,1,1,3085.0,Veracruz
861,13204.0,48.0,13.0,1,1,1,1986.0,Monterrey
862,11274.0,48.0,12.0,3,1,1,3967.0,Querétaro
863,10054.0,50.0,13.0,5,1,1,2417.0,Chilpancingo
864,10471.0,34.0,13.0,5,0,1,3539.0,Tlaxcala
865,8830.0,37.0,15.0,6,1,1,1839.0,Puebla
866,12032.0,45.0,11.0,1,1,1,2732.0,Culiacán
867,15138.0,44.0,17.0,2,0,1,4844.0,Campeche
868,8823.0,41.0,10.0,1,1,1,2624.0,Tuxtla Gutiérrez
869,19426.0,41.0,13.0,4,1,0,7444.0,Cancún
870,14444.0,52.0,8.0,5,1,1,3666.0,Mérida
871,5166.0,35.0,13.0,3,1,1,1990.0,Reynosa
872,31153.0,35.0,9.0,3,0,0,4833.0,Cancún
873,4432.0,54.0,11.0,3,1,0,1169.0,Hermosillo
874,5528.0,55.0,9.0,3,1,0,1573.0,Chihuahua
875,22289.0,45.0,6.0,2,1,1,1568.0,Tepic
876,7285.0,35.0,9.0,6,1,0,1466.0,Saltillo
877,23743.0,41.0,13.0,1,1,1,4158.0,Culiacán
878,21462.0,47.0,12.0,4,1,1,7680.0,Cancún
879,14586.0,36.0,10.0,9,1,0,2067.0,Tepic
880,19042.0,78.0,11.0,3,1,1,6468.0,Guadalajara
881,17452.0,37.0,15.0,2,1,1,2428.0,Cuernavaca
882,14785.0,38.0,13.0,1,0,1,3372.0,Chihuahua
883,5665.0,37.0,11.0,5,1,0,1090.0,Monterrey
884,12939.0,40.0,13.0,3,1,1,2476.0,Mérida
885,9827.0,45.0,12.0,1,1,0,2639.0,Campeche
886,25433.0,29.0,19.0,4,1,0,11902.0,Guadalajara
887,9576.0,52.0,13.0,3,0,1,1739.0,Aguascalientes
888,16291.0,22.0,10.0,1,1,1,2740.0,Monterrey
889,51651.0,25.0,9.0,5,1,1,11467.0,Aguascalientes
890,9140.0,34.0,17.0,4,1,0,3401.0,Durango
891,8213.0,36.0,8.0,2,1,0,1777.0,Cancún
892,29995.0,31.0,8.0,1,1,1,6464.0,Oaxaca
893,9365.0,24.0,10.0,3,1,1,2977.0,San Luis Potosí
894,15002.0,35.0,11.0,4,1,1,5501.0,Hermosillo
895,10269.0,39.0,13.0,2,0,0,1719.0,Morelia
896,6379.0,41.0,10.0,3,1,0,2157.0,Chilpancingo
897,17791.0,54.0,4.0,2,1,0,3532.0,Tijuana
898,18740.0,45.0,3.0,3,0,0,4596.0,Villahermosa
899,5910.0,41.0,10.0,3,1,0,1042.0,Zacatecas
900,12488.0,41.0,9.0,5,1,0,1812.0,Ciudad de México
901,15399.0,21.0,12.0,3,0,0,3851.0,Chilpancingo
902,17637.0,48.0,13.0,2,0,0,4726.0,Mérida
903,12441.0,32.0,10.0,9,1,0,3493.0,La Paz
904,14771.0,46.0,9.0,1,1,0,4196.0,Tlaxcala
905,10465.0,20.0,14.0,1,1,0,3167.0,Chihuahua
906,12351.0,46.0,9.0,3,1,0,3898.0,La Paz
907,8696.0,20.0,15.0,3,1,0,3309.0,Puebla
908,30717.0,32.0,18.0,2,1,1,5012.0,Tepic
909,20175.0,48.0,11.0,1,1,1,4532.0,Chilpancingo
910,15306.0,29.0,9.0,3,1,0,2243.0,Colima
911,6810.0,51.0,10.0,4,1,1,1731.0,Tepic
912,17824.0,57.0,9.0,4,1,1,5709.0,La Paz
913,10810.0,20.0,13.0,2,1,1,2441.0,Guadalajara
914,7144.0,49.0,13.0,5,1,0,2440.0,Aguascalientes
915,17735.0,27.0,12.0,1,1,0,2585.0,Tepic
916,15504.0,52.0,6.0,4,1,0,4269.0,Tijuana
917,11580.0,49.0,6.0,7,0,0,3638.0,Villahermosa
918,10686.0,56.0,9.0,4,1,1,1289.0,León
919,12862.0,24.0,12.0,3,1,1,745.0,Monterrey
920,13426.0,50.0,16.0,2,0,0,3636.0,Culiacán
921,42503.0,35.0,2.0,1,1,0,4377.0,Morelia
922,10897.0,53.0,3.0,4,1,0,2683.0,Veracruz
923,9832.0,34.0,11.0,4,1,1,2696.0,Morelia
924,7354.0,22.0,10.0,6,1,1,1787.0,Campeche
925,7190.0,36.0,9.0,1,0,0,2042.0,Morelia
926,18987.0,38.0,6.0,2,1,0,3158.0,Monterrey
927,10640.0,48.0,10.0,3,1,1,2004.0,Veracruz
928,29212.0,36.0,13.0,4,0,1,8896.0,Saltillo
929,33458.0,60.0,8.0,2,1,0,3960.0,Chihuahua
930,11992.0,39.0,7.0,3,1,0,3313.0,Cancún
931,14233.0,52.0,14.0,1,1,0,5327.0,Colima
932,15040.0,41.0,8.0,6,1,0,6140.0,Veracruz
933,15392.0,44.0,5.0,4,1,0,4040.0,Tuxtla Gutiérrez
934,16696.0,41.0,10.0,4,1,1,5057.0,Cuernavaca
935,4424.0,56.0,11.0,2,1,0,1370.0,Campeche
936,21151.0,44.0,7.0,3,0,0,3895.0,Zacatecas
937,12314.0,37.0,6.0,5,1,0,3963.0,Villahermosa
938,3884.0,32.0,9.0,1,1,0,1046.0,Ciudad de México
939,14195.0,20.0,12.0,2,1,0,3258.0,Monterrey
940,20279.0,56.0,8.0,7,1,0,3896.0,Cuernavaca
941,16421.0,45.0,7.0,4,1,0,5495.0,Tepic
942,13744.0,34.0,13.0,4,1,1,3587.0,Ciudad de México
943,43116.0,20.0,4.0,2,1,1,4414.0,Morelia
944,3801.0,34.0,19.0,5,1,0,616.0,Tijuana
945,5322.0,39.0,10.0,2,1,0,928.0,Hermosillo
946,6047.0,47.0,16.0,4,1,1,1091.0,Reynosa
947,3305.0,34.0,7.0,1,1,1,566.0,Zacatecas
948,14125.0,27.0,7.0,2,1,0,3888.0,Cancún
949,7164.0,55.0,13.0,5,1,0,1991.0,Culiacán
950,10856.0,71.0,8.0,5,1,1,3236.0,Villahermosa
951,6102.0,41.0,20.0,5,1,0,1826.0,Campeche
952,6033.0,36.0,16.0,5,1,0,473.0,Oaxaca
953,1456.0,57.0,9.0,1,1,0,501.0,Cancún
954,5055.0,40.0,9.0,7,1,1,1528.0,Villahermosa
955,11619.0,49.0,4.0,4,1,0,3354.0,Cuernavaca
956,6981.0,41.0,14.0,2,1,1,2125.0,Colima
957,2841.0,37.0,11.0,4,0,0,838.0,Morelia
958,26347.0,36.0,11.0,3,1,0,3543.0,Aguascalientes
959,4334.0,37.0,13.0,7,1,0,1239.0,Villahermosa
960,17164.0,52.0,15.0,3,1,1,4717.0,Oaxaca
961,7711.0,49.0,10.0,4,1,0,2064.0,León
962,13431.0,61.0,9.0,4,1,1,3322.0,La Paz
963,12380.0,46.0,11.0,3,0,0,3948.0,Puebla
964,17984.0,20.0,7.0,2,1,0,4712.0,Cuernavaca
965,32940.0,39.0,1.0,4,1,1,6517.0,San Luis Potosí
966,20115.0,43.0,13.0,5,1,1,7196.0,Saltillo
967,7165.0,51.0,11.0,4,1,1,1890.0,Oaxaca
968,6960.0,56.0,10.0,5,1,1,2302.0,Aguascalientes
969,4930.0,28.0,11.0,3,1,1,627.0,Culiacán
970,8911.0,44.0,6.0,5,1,0,2273.0,Pachuca
971,26274.0,41.0,13.0,3,0,1,6502.0,Pachuca
972,8795.0,21.0,10.0,5,1,0,2451.0,Cancún
973,10907.0,65.0,8.0,3,1,1,2508.0,Tlaxcala
974,10290.0,44.0,13.0,11,1,0,3490.0,Oaxaca
975,5527.0,38.0,11.0,1,1,0,987.0,San Luis Potosí
976,10513.0,43.0,11.0,3,1,1,2418.0,San Luis Potosí
977,11366.0,34.0,13.0,4,0,1,2147.0,Durango
978,15665.0,48.0,9.0,5,1,0,1799.0,Guadalajara
979,8398.0,41.0,7.0,2,1,0,1652.0,Reynosa
980,10387.0,38.0,13.0,4,1,0,2039.0,Chihuahua
981,13393.0,57.0,12.0,4,1,1,2253.0,Cuernavaca
982,8211.0,43.0,5.0,7,0,0,781.0,Tlaxcala
983,16457.0,50.0,10.0,1,1,0,4210.0,Mérida
984,31332.0,44.0,10.0,5,1,0,9931.0,Cancún
985,18660.0,42.0,20.0,1,1,1,3672.0,Morelia
986,6314.0,24.0,10.0,4,1,0,1467.0,Guadalajara
987,6621.0,59.0,16.0,4,1,1,1537.0,Ciudad de México
988,7525.0,30.0,9.0,3,1,1,1082.0,Tuxtla Gutiérrez
989,10742.0,38.0,16.0,4,1,1,2166.0,Toluca
990,8564.0,28.0,13.0,1,1,1,3294.0,Zacatecas
991,10222.0,44.0,13.0,4,1,1,1434.0,Cancún
992,15256.0,63.0,9.0,2,1,1,2948.0,Villahermosa
993,8036.0,57.0,13.0,6,0,0,2244.0,Pachuca
994,26752.0,24.0,9.0,3,1,1,6790.0,Guadalajara
995,12753.0,32.0,13.0,5,1,0,3194.0,Hermosillo
996,13033.0,29.0,14.0,2,0,1,3710.0,Tuxtla Gutiérrez
997,8634.0,41.0,13.0,4,1,1,1239.0,Villahermosa
998,20156.0,56.0,7.0,2,1,1,5486.0,Veracruz
999,26630.0,47.0,7.0,1,1,1,3410.0,Chilpancingo
1000,32421.0,44.0,13.0,5,0,1,6066.0,Colima
1001,7860.0,28.0,3.0,3,1,0,1229.0,Tijuana
1002,1522.0,32.0,11.0,2,0,0,230.0,Durango
1003,5573.0,45.0,8.0,1,1,0,1204.0,Tlaxcala
1004,8419.0,36.0,12.0,1,1,1,2553.0,Toluca
1005,6339.0,38.0,5.0,3,1,0,1852.0,Villahermosa
1006,6588.0,59.0,16.0,5,1,0,1793.0,Morelia
1007,11468.0,37.0,16.0,2,1,0,2607.0,Toluca
1008,18370.0,54.0,11.0,1,1,1,1161.0,Guadalajara
1009,8688.0,20.0,15.0,3,1,0,1895.0,Oaxaca
1010,32458.0,33.0,13.0,4,1,1,7030.0,Ciudad de México
1011,14085.0,57.0,10.0,5,1,1,5196.0,Mérida
1012,5435.0,31.0,10.0,2,1,0,1631.0,Campeche
1013,9568.0,61.0,13.0,3,1,0,3436.0,Guadalajara
1014,9304.0,43.0,9.0,3,1,1,2858.0,Campeche
1015,12646.0,51.0,11.0,1,1,0,1290.0,Colima
1016,26318.0,20.0,14.0,4,1,1,5085.0,Querétaro
1017,14716.0,51.0,12.0,2,1,1,2781.0,Morelia
1018,5135.0,40.0,10.0,4,1,1,1604.0,Puebla
1019,35726.0,67.0,16.0,4,1,0,11007.0,Cuernavaca
1020,10386.0,34.0,13.0,4,1,0,1589.0,Pachuca
1021,4788.0,56.0,7.0,2,1,0,1088.0,Tlaxcala
1022,4350.0,44.0,9.0,3,1,1,1105.0,Zacatecas
1023,6167.0,24.0,1.0,2,1,0,1839.0,Culiacán
1024,13488.0,57.0,4.0,5,1,0,3855.0,Durango
1025,14877.0,46.0,8.0,5,1,0,3381.0,Zacatecas
1026,12877.0,20.0,10.0,2,1,1,4982.0,Reynosa
1027,12501.0,41.0,8.0,4,1,0,2847.0,Monterrey
1028,5492.0,67.0,7.0,2,0,1,1174.0,La Paz
1029,3849.0,40.0,11.0,1,1,0,689.0,León
1030,4275.0,35.0,8.0,6,1,1,1333.0,Hermosillo
1031,28929.0,26.0,9.0,5,1,0,11077.0,Durango
1032,14970.0,29.0,9.0,4,1,0,4819.0,Ciudad de México
1033,5901.0,38.0,8.0,2,1,0,2004.0,Cancún
1034,36430.0,41.0,11.0,1,1,1,10162.0,Tlaxcala
1035,10693.0,31.0,17.0,3,1,0,3395.0,Cuernavaca
1036,12856.0,37.0,11.0,7,0,0,3206.0,Chihuahua
1037,32940.0,56.0,7.0,4,1,0,3870.0,Campeche
1038,8590.0,55.0,8.0,3,1,0,1904.0,Saltillo
1039,7500.0,63.0,8.0,1,1,0,2624.0,Cuernavaca
1040,6440.0,36.0,14.0,1,1,1,1876.0,Hermosillo
1041,11470.0,40.0,13.0,2,1,0,3578.0,Durango
1042,10359.0,46.0,2.0,7,0,0,3272.0,Veracruz
1043,16577.0,38.0,5.0,4,0,0,4751.0,Hermosillo
1044,3987.0,49.0,8.0,1,1,1,1072.0,Colima
1045,39659.0,20.0,11.0,4,1,1,8583.0,Colima
1046,3052.0,26.0,10.0,2,1,0,527.0,Guadalajara
1047,5094.0,42.0,14.0,6,1,0,920.0,Durango
1048,18712.0,20.0,10.0,1,1,0,3028.0,Tijuana
1049,9457.0,20.0,16.0,6,0,1,1929.0,Campeche
1050,15371.0,31.0,11.0,3,1,0,4342.0,Tijuana
1051,2300.0,61.0,9.0,7,1,0,689.0,Querétaro
1052,2711.0,22.0,10.0,2,1,0,605.0,Monterrey
1053,12417.0,40.0,10.0,2,0,1,4867.0,Tijuana
1054,7407.0,26.0,13.0,2,0,0,2894.0,Villahermosa
1055,32461.0,56.0,6.0,5,1,0,9350.0,Tlaxcala
1056,6283.0,35.0,11.0,5,1,1,2010.0,Culiacán
1057,6989.0,20.0,13.0,3,1,1,893.0,Culiacán
1058,11961.0,47.0,9.0,7,1,0,1192.0,Oaxaca
1059,9012.0,20.0,7.0,10,1,0,1542.0,Zacatecas
1060,13397.0,64.0,11.0,2,1,0,4298.0,Durango
1061,17894.0,61.0,13.0,1,1,0,4074.0,Toluca
1062,15373.0,20.0,10.0,3,1,1,4260.0,Aguascalientes
1063,17311.0,47.0,15.0,5,1,1,7076.0,Cancún
1064,22751.0,44.0,12.0,1,0,1,4716.0,Oaxaca
1065,15048.0,49.0,9.0,4,1,1,3218.0,Monterrey
1066,12494.0,40.0,13.0,3,1,0,2060.0,Veracruz
1067,2469.0,37.0,7.0,4,1,1,585.0,Tuxtla Gutiérrez
1068,7501.0,38.0,7.0,1,1,0,1498.0,Villahermosa
1069,16798.0,45.0,9.0,4,1,1,3776.0,San Luis Potosí
1070,9995.0,20.0,4.0,3,0,0,1974.0,Ciudad de México
1071,12059.0,44.0,10.0,2,1,0,2638.0,Toluca
1072,11524.0,28.0,13.0,4,1,0,3683.0,Guadalajara
1073,20507.0,50.0,5.0,3,1,1,5526.0,Veracruz
1074,6683.0,39.0,10.0,2,0,0,1190.0,Oaxaca
1075,9298.0,37.0,8.0,3,1,0,1510.0,Cuernavaca
1076,40341.0,28.0,14.0,1,0,0,5148.0,Saltillo
1077,13582.0,27.0,5.0,4,1,1,4251.0,Saltillo
1078,6017.0,43.0,8.0,2,0,0,861.0,Oaxaca
1079,11390.0,35.0,8.0,4,1,0,2307.0,La Paz
1080,23300.0,20.0,8.0,1,1,0,7607.0,Cuernavaca
1081,12343.0,47.0,12.0,4,1,0,3279.0,Morelia
1082,16146.0,30.0,10.0,4,1,0,4698.0,Querétaro
1083,35899.0,54.0,0.0,3,0,0,8155.0,Tepic
1084,14365.0,38.0,11.0,7,1,0,4070.0,Hermosillo
1085,72933.0,52.0,9.0,3,1,0,22927.0,Culiacán
1086,6295.0,35.0,14.0,2,1,1,1677.0,Villahermosa
1087,11725.0,21.0,4.0,1,1,1,3210.0,Tijuana
1088,29141.0,39.0,7.0,4,0,1,7305.0,Toluca
1089,6851.0,35.0,9.0,3,1,1,1344.0,Colima
1090,35700.0,52.0,17.0,1,1,1,12279.0,Reynosa
1091,18470.0,29.0,7.0,9,1,0,4420.0,Culiacán
1092,27775.0,59.0,10.0,9,1,1,8787.0,Durango
1093,15661.0,32.0,12.0,2,1,0,4133.0,Colima
1094,17165.0,45.0,12.0,3,1,1,5287.0,Campeche
1095,3092.0,33.0,6.0,1,1,0,1037.0,Aguascalientes
1096,41428.0,67.0,3.0,2,1,0,11774.0,Guadalajara
1097,7912.0,41.0,13.0,3,1,0,2162.0,La Paz
1098,12890.0,33.0,15.0,3,0,0,1859.0,La Paz
1099,18521.0,46.0,13.0,11,0,1,3772.0,Tijuana
1100,5029.0,39.0,11.0,1,1,1,1093.0,Mérida
1101,23268.0,42.0,5.0,5,1,0,7631.0,Tuxtla Gutiérrez
1102,7696.0,64.0,15.0,3,0,0,1276.0,Villahermosa
1103,7585.0,52.0,13.0,7,1,0,1795.0,Saltillo
1104,12380.0,43.0,11.0,5,1,0,2658.0,Aguascalientes
1105,6046.0,54.0,9.0,1,1,0,309.0,Colima
1106,13504.0,46.0,10.0,5,1,0,3358.0,Oaxaca
1107,10787.0,23.0,13.0,5,1,0,3134.0,Villahermosa
1108,7981.0,51.0,14.0,3,1,0,2169.0,Tijuana
1109,13696.0,51.0,11.0,5,1,1,4045.0,Campeche
1110,31145.0,47.0,10.0,3,1,1,8549.0,Aguascalientes
1111,13274.0,35.0,11.0,1,0,0,5192.0,Zacatecas
1112,26963.0,58.0,6.0,6,0,0,7382.0,Tuxtla Gutiérrez
1113,17944.0,54.0,6.0,2,1,1,4491.0,Morelia
1114,7187.0,31.0,15.0,8,1,0,2127.0,Chihuahua
1115,9472.0,63.0,17.0,6,1,0,2807.0,Mérida
1116,33958.0,44.0,10.0,2,1,0,13388.0,Colima
1117,48738.0,41.0,13.0,5,1,1,4201.0,Tepic
1118,13241.0,34.0,8.0,4,1,1,3827.0,Tuxtla Gutiérrez
1119,26133.0,40.0,8.0,3,1,0,6959.0,Puebla
1120,5143.0,46.0,12.0,4,0,1,1255.0,Tlaxcala
1121,3711.0,39.0,9.0,6,1,0,1069.0,Zacatecas
1122,7983.0,24.0,10.0,2,1,1,2299.0,Oaxaca
1123,5510.0,55.0,5.0,2,1,0,1660.0,Veracruz
1124,9391.0,20.0,11.0,4,1,1,1430.0,Monterrey
1125,30156.0,48.0,10.0,2,1,1,5120.0,San Luis Potosí
1126,10077.0,37.0,13.0,1,1,0,2701.0,Morelia
1127,4507.0,28.0,15.0,3,1,0,1035.0,Aguascalientes
1128,11094.0,47.0,10.0,3,1,0,2810.0,Zacatecas
1129,20579.0,32.0,3.0,3,1,0,3771.0,Mérida
1130,12466.0,42.0,15.0,4,1,0,1854.0,Guadalajara
1131,8494.0,66.0,7.0,2,1,1,3212.0,San Luis Potosí
1132,15626.0,36.0,6.0,1,1,0,3440.0,Ciudad de México
1133,23843.0,48.0,14.0,2,1,1,5101.0,Saltillo
1134,8624.0,41.0,8.0,2,1,0,2366.0,San Luis Potosí
1135,16276.0,41.0,11.0,3,0,0,4567.0,Aguascalientes
1136,12167.0,35.0,12.0,5,1,0,1743.0,Tlaxcala
1137,13945.0,37.0,7.0,3,1,0,4600.0,Colima
1138,10605.0,45.0,19.0,3,1,0,3215.0,Toluca
1139,22335.0,29.0,6.0,2,1,1,3150.0,Campeche
1140,16597.0,33.0,13.0,4,1,1,4351.0,Campeche
1141,6254.0,52.0,13.0,4,0,0,1393.0,Mérida
1142,10822.0,67.0,9.0,7,1,0,2991.0,Tepic
1143,12607.0,32.0,13.0,5,1,0,4218.0,Guadalajara
1144,8823.0,36.0,9.0,5,1,0,2422.0,Mérida
1145,4934.0,42.0,11.0,4,1,0,820.0,Tijuana
1146,17014.0,55.0,15.0,4,1,0,2355.0,Villahermosa
1147,30250.0,67.0,8.0,1,0,0,4695.0,Campeche
1148,10447.0,44.0,13.0,4,0,0,2408.0,Colima
1149,13953.0,38.0,11.0,4,0,1,3717.0,San Luis Potosí
1150,7247.0,39.0,11.0,3,1,1,2009.0,Monterrey
1151,11380.0,34.0,9.0,5,1,0,1357.0,Puebla
1152,43906.0,37.0,11.0,1,1,0,15206.0,Aguascalientes
1153,2395.0,35.0,17.0,5,1,0,677.0,Chilpancingo
1154,14007.0,53.0,9.0,4,0,0,3854.0,Monterrey
1155,12736.0,44.0,8.0,8,1,0,3510.0,Puebla
1156,5076.0,49.0,8.0,6,0,0,924.0,Toluca
1157,4249.0,47.0,9.0,3,1,0,1043.0,Aguascalientes
1158,23233.0,41.0,10.0,2,0,1,4238.0,Tepic
1159,15246.0,20.0,8.0,4,0,0,3407.0,Mérida
1160,6459.0,43.0,11.0,4,1,0,1006.0,Tijuana
1161,18341.0,40.0,17.0,6,1,0,4477.0,Cuernavaca
1162,28799.0,45.0,8.0,2,1,1,6430.0,Tepic
1163,18019.0,20.0,4.0,1,1,1,5255.0,Hermosillo
1164,20333.0,51.0,13.0,3,0,0,7670.0,Saltillo
1165,14971.0,28.0,10.0,5,1,0,2649.0,Tepic
1166,8809.0,50.0,12.0,3,1,0,2272.0,La Paz
1167,8355.0,38.0,8.0,5,1,0,3213.0,Guadalajara
1168,12516.0,40.0,8.0,1,1,0,2389.0,Monterrey
1169,13004.0,46.0,7.0,6,0,1,3844.0,Guadalajara
1170,3104.0,57.0,15.0,1,1,1,580.0,Tlaxcala
1171,22588.0,30.0,14.0,3,1,0,5920.0,Chilpancingo
1172,13092.0,37.0,1.0,5,0,0,3133.0,Cancún
1173,22767.0,58.0,11.0,4,1,1,4692.0,Tuxtla Gutiérrez
1174,5446.0,46.0,4.0,4,1,1,1499.0,La Paz
1175,11695.0,47.0,14.0,1,1,1,2909.0,Tlaxcala
1176,6571.0,43.0,17.0,3,1,1,841.0,Guadalajara
1177,9111.0,44.0,9.0,4,0,0,2270.0,Colima
1178,5990.0,43.0,16.0,2,1,1,1635.0,Aguascalientes
1179,17091.0,65.0,14.0,9,1,1,5655.0,Veracruz
1180,10391.0,51.0,12.0,3,1,1,5556.0,Chilpancingo
1181,10241.0,28.0,10.0,5,0,1,4100.0,Puebla
1182,21403.0,43.0,8.0,1,0,0,4279.0,Durango
1183,19186.0,51.0,9.0,9,1,0,3494.0,Campeche
1184,10113.0,40.0,12.0,5,1,0,1811.0,Guadalajara
1185,8842.0,49.0,12.0,2,0,0,942.0,Toluca
1186,6107.0,64.0,14.0,8,1,1,1440.0,Villahermosa
1187,6133.0,41.0,15.0,2,1,1,1473.0,Mérida
1188,5189.0,56.0,16.0,3,1,1,1386.0,Toluca
1189,28106.0,48.0,9.0,2,1,1,3285.0,Tlaxcala
1190,19330.0,52.0,10.0,4,1,1,5687.0,Tepic
1191,4827.0,43.0,6.0,2,0,0,1477.0,Chihuahua
1192,20768.0,32.0,4.0,1,1,0,4632.0,Villahermosa
1193,6413.0,30.0,5.0,3,0,1,1020.0,Chilpancingo
1194,15514.0,49.0,12.0,3,1,0,5709.0,Tijuana
1195,11313.0,38.0,6.0,1,1,0,3967.0,Durango
1196,28058.0,47.0,11.0,3,0,1,6430.0,Cuernavaca
1197,10093.0,40.0,11.0,7,1,0,2401.0,Colima
1198,11380.0,38.0,7.0,4,0,0,2290.0,Aguascalientes
1199,16027.0,59.0,9.0,3,0,1,4475.0,Chilpancingo
1200,4050.0,26.0,10.0,1,1,1,1151.0,Puebla
1201,7319.0,38.0,10.0,2,1,0,1471.0,San Luis Potosí
1202,6579.0,41.0,14.0,4,1,1,1402.0,Oaxaca
1203,6725.0,31.0,8.0,5,1,0,1724.0,Tijuana
1204,17852.0,34.0,9.0,6,1,0,4705.0,Durango
1205,10644.0,63.0,13.0,3,1,0,2028.0,Ciudad de México
1206,7509.0,38.0,13.0,1,0,1,2102.0,Tijuana
1207,14714.0,65.0,10.0,3,1,0,4357.0,Querétaro
1208,10313.0,56.0,14.0,4,1,0,526.0,Tijuana
1209,11743.0,46.0,11.0,4,1,0,1547.0,Tuxtla Gutiérrez
1210,12942.0,49.0,13.0,2,0,1,3429.0,Tijuana
1211,8410.0,32.0,16.0,3,0,1,2650.0,Chilpancingo
1212,8914.0,30.0,13.0,3,1,1,1029.0,Hermosillo
1213,7527.0,35.0,7.0,2,1,0,1394.0,Tuxtla Gutiérrez
1214,22053.0,25.0,14.0,4,1,1,2544.0,Cuernavaca
1215,8259.0,55.0,12.0,3,1,0,2252.0,Ciudad de México
1216,10164.0,43.0,10.0,4,0,0,3569.0,Tuxtla Gutiérrez
1217,27836.0,39.0,9.0,6,1,1,7992.0,Saltillo
1218,10325.0,34.0,9.0,4,1,1,4098.0,Cuernavaca
1219,9777.0,57.0,8.0,2,1,0,3611.0,Durango
1220,6287.0,53.0,8.0,3,0,1,1354.0,Monterrey
1221,33750.0,49.0,11.0,3,1,1,12987.0,La Paz
1222,4778.0,60.0,14.0,4,1,0,191.0,Tlaxcala
1223,6210.0,27.0,15.0,4,1,1,2213.0,Hermosillo
1224,30396.0,40.0,17.0,3,1,1,9432.0,Veracruz
1225,16834.0,44.0,9.0,4,0,0,1407.0,Saltillo
1226,15583.0,56.0,12.0,8,0,0,623.0,Morelia
1227,20482.0,57.0,9.0,4,0,0,3114.0,Saltillo
1228,8684.0,21.0,7.0,4,0,0,2304.0,Saltillo
1229,21346.0,20.0,11.0,3,1,0,4884.0,Chihuahua
1230,19427.0,48.0,6.0,3,1,0,5583.0,Cuernavaca
1231,9158.0,20.0,11.0,2,0,1,1925.0,Cancún
1232,10764.0,42.0,17.0,2,0,1,1948.0,Colima
1233,7839.0,39.0,7.0,3,1,0,1455.0,Tlaxcala
1234,24461.0,45.0,3.0,4,1,1,4879.0,Durango
1235,15360.0,36.0,7.0,5,1,0,2687.0,Veracruz
1236,9273.0,24.0,12.0,5,1,1,3071.0,Chilpancingo
1237,13841.0,34.0,13.0,2,1,0,2243.0,Cancún
1238,5154.0,50.0,9.0,5,1,0,782.0,Oaxaca
1239,16766.0,31.0,12.0,3,1,0,4132.0,Tuxtla Gutiérrez
1240,9041.0,24.0,7.0,2,0,1,1925.0,La Paz
1241,25323.0,21.0,11.0,7,0,0,5708.0,Veracruz
1242,3933.0,36.0,8.0,4,1,0,1096.0,Tuxtla Gutiérrez
1243,9742.0,57.0,10.0,1,1,0,3462.0,Querétaro
1244,9909.0,42.0,11.0,1,0,1,2727.0,Colima
1245,8562.0,31.0,9.0,4,0,0,2121.0,Cancún
1246,28099.0,49.0,11.0,8,1,1,6763.0,Chihuahua
1247,12654.0,40.0,8.0,3,0,1,3378.0,Culiacán
1248,17430.0,39.0,7.0,3,1,1,1649.0,Cuernavaca
1249,9407.0,23.0,9.0,4,0,1,2272.0,Guadalajara
1250,5431.0,49.0,14.0,2,1,0,1084.0,Mérida
1251,5745.0,33.0,11.0,5,1,0,1689.0,Cancún
1252,7831.0,20.0,14.0,2,1,1,1725.0,León
1253,16475.0,67.0,12.0,1,1,0,1621.0,Tlaxcala
1254,8977.0,46.0,10.0,1,1,0,2351.0,Saltillo
1255,7476.0,53.0,12.0,6,0,0,1243.0,Veracruz
1256,15849.0,66.0,14.0,2,1,0,3502.0,Colima
1257,15281.0,38.0,9.0,3,1,1,2952.0,Reynosa
1258,15113.0,25.0,9.0,3,1,0,4163.0,Mérida
1259,10645.0,55.0,9.0,4,0,0,2788.0,La Paz
1260,19023.0,44.0,10.0,3,0,1,7959.0,Tepic
1261,9732.0,39.0,16.0,2,1,0,3061.0,Zacatecas
1262,7946.0,29.0,7.0,7,1,0,1820.0,Tijuana
1263,8062.0,27.0,6.0,1,1,0,1539.0,Tlaxcala
1264,19757.0,61.0,17.0,2,1,0,2545.0,Morelia
1265,7013.0,49.0,7.0,5,0,1,1189.0,Pachuca
1266,28265.0,43.0,10.0,2,1,0,6037.0,Morelia
1267,7323.0,40.0,3.0,2,1,0,1423.0,Villahermosa
1268,14706.0,50.0,12.0,5,0,1,3792.0,León
1269,12167.0,52.0,9.0,5,1,0,2968.0,Guadalajara
1270,4879.0,26.0,12.0,4,1,0,850.0,La Paz
1271,26557.0,28.0,8.0,4,1,0,7230.0,San Luis Potosí
1272,19827.0,32.0,20.0,5,0,1,4840.0,La Paz
1273,49300.0,59.0,13.0,7,0,0,13320.0,Durango
1274,10653.0,44.0,15.0,5,1,0,1958.0,Morelia
1275,6020.0,52.0,13.0,3,1,1,1976.0,Saltillo
1276,14406.0,20.0,3.0,4,0,1,2971.0,Puebla
1277,8162.0,53.0,15.0,2,1,0,1563.0,San Luis Potosí
1278,46707.0,46.0,8.0,5,1,1,12357.0,Monterrey
1279,22432.0,41.0,8.0,3,1,1,7024.0,Querétaro
